rollout_index,global_step,reward_per_rollout,NightMinutes_per_rollout,OverCapMinutes_per_rollout,reward_per_step,NightMinutes_per_step,OverCapMinutes_per_step,policy_entropy,lambda1,lambda2,completed_episodes,selected_checkpoint_step
1,2048,1721.856260094841,473.5295924555826,0.0,0.8407501269994341,0.23121562131620244,0.0,5.883600828470662,0.0,0.0,68,40960
2,4096,1734.0775441361302,593.7792660151871,0.0,0.8467175508477198,0.28993128223397807,0.0,5.8335476270876825,0.0,0.0,57,40960
3,6144,1804.1344387906618,519.2831872948314,0.0,0.8809250189407528,0.25355624379630437,0.0,5.802026936784387,0.0,0.0,59,40960
4,8192,1731.3210709448476,473.5069968524364,0.0,0.8453716166722889,0.2312045883068537,0.0,5.766085719456896,0.0,0.0,66,40960
5,10240,1758.5660682512967,544.9597562827983,0.0,0.8586748380133284,0.2660936309974601,0.0,5.740664187585935,0.0,0.0,57,40960
6,12288,1759.2863613222148,546.4271638251687,0.0,0.8590265436143627,0.26681013858650815,0.0,5.731231031008065,0.0,0.0,62,40960
7,14336,1719.402480443216,481.64529486959435,0.0,0.8395519924039141,0.23517836663554412,0.0,5.7269060760736465,0.0,0.0,63,40960
8,16384,1776.3290420269097,501.831820920769,0.0,0.867348165052202,0.24503506880896925,0.0,5.725091117667034,0.0,0.0,62,40960
9,18432,1696.1819997250916,518.1894713832553,0.0,0.8282138670532674,0.2530222028238551,0.0,5.725724307121709,0.0,0.0,63,40960
10,20480,1809.3185738059044,584.3323872180288,0.0,0.8834563348661643,0.2853185484463031,0.0,5.721783705288544,0.0,0.0,61,40960
11,22528,1731.2262094612154,462.64365305770605,0.0,0.8453252975884841,0.22590022121958303,0.0,5.716163562610745,0.0,0.0,67,40960
12,24576,1788.8022367523736,499.37736853814374,0.0,0.8734385921642449,0.2438366057315155,0.0,5.705856416607276,0.0,0.0,58,40960
13,26624,1736.3177945448117,511.09054511816754,0.0,0.8478114231175838,0.24955593023348024,0.0,5.681208933005109,0.0,0.0,63,40960
14,28672,1802.9475892049525,525.0768468870717,0.0,0.8803455025414807,0.256385179144078,0.0,5.66698230127804,0.0,0.0,61,40960
15,30720,1711.3852580590735,481.75070546078354,0.0,0.835637333036657,0.2352298366507732,0.0,5.651575758121908,0.0,0.0,63,40960
16,32768,1729.1348103850353,505.32394232195065,0.0,0.844304106633318,0.24674020621188997,0.0,5.629769805818796,0.0,0.0,61,40960
17,34816,1699.799724042898,477.195770300274,0.0,0.8299803340053213,0.23300574721693065,0.0,5.627708351006731,0.0,0.0,62,40960
18,36864,1749.1415470785505,454.5525967653653,0.0,0.8540730210344485,0.22194951013933853,0.0,5.605447925627232,0.0,0.0,61,40960
19,38912,1702.5295455280375,491.78609493731574,0.0,0.831313254652362,0.2401299291686112,0.0,5.595326553331688,0.0,0.0,64,40960
20,40960,1704.0322237528087,543.3749076556396,0.0,0.8320469842543011,0.2653197791287303,0.0,5.584268763195723,0.0,0.0,65,40960
21,43008,1768.541982792976,494.8278361431124,0.0,0.8635458900356328,0.2416151543667541,0.0,5.569484726060182,0.0,0.0,66,40960
22,45056,1718.1596172570141,456.62137784309425,0.0,0.8389451256137764,0.22295965714994836,0.0,5.577868148451671,0.0,0.0,63,40960
23,47104,1800.9141148590663,546.5858243464693,0.0,0.8793525951460285,0.26688760954417445,0.0,5.5517791248857975,0.0,0.0,58,40960
24,49152,1720.2806567949813,461.1309695721634,0.0,0.8399807894506744,0.2251616062364079,0.0,5.520678645698354,0.0,0.0,65,40960
25,51200,1737.8054679805925,466.0676108274545,0.0,0.8485378261623987,0.227572075599343,0.0,5.519267345778644,0.0,0.0,66,40960
26,53248,1720.2316266558253,518.6290884750647,0.0,0.8399568489530397,0.2532368596069652,0.0,5.51673894142732,0.0,0.0,64,40960
27,55296,1721.2447003906193,516.655911691882,0.0,0.8404515138626071,0.25227339438080176,0.0,5.524366858880967,0.0,0.0,62,40960
28,57344,1772.5381759467568,509.50590256934044,0.0,0.8654971562240024,0.24878217898893576,0.0,5.50337876426056,0.0,0.0,67,40960
29,59392,1783.5016241653275,475.07819539213034,0.0,0.8708504024244763,0.23197177509381364,0.0,5.485967590939254,0.0,0.0,67,40960
30,61440,1805.3783332844487,497.64006418197954,0.0,0.8815323892990472,0.2429883125888572,0.0,5.4679677879903466,0.0,0.0,65,40960
31,63488,1772.859604423621,479.60804507934336,0.0,0.8656541037224712,0.23418361576139812,0.0,5.441408135229722,0.0,0.0,60,40960
32,65536,1782.7750966015415,473.6353969602535,0.0,0.8704956526374714,0.23126728367199878,0.0,5.418294791830704,0.0,0.0,58,40960
33,67584,1767.210945643916,505.3248010605566,0.0,0.8628959695526933,0.2467406255178499,0.0,5.399368501035497,0.0,0.0,58,40960
34,69632,1769.9193764594315,522.1391385283584,0.0,0.8642184455368318,0.25495075123455,0.0,5.381781422067434,0.0,0.0,70,40960
35,71680,1749.1757169870987,516.137865286274,0.0,0.8540897055601068,0.25202044203431345,0.0,5.377353579970077,0.0,0.0,66,40960
36,73728,1693.2432853641599,473.3543785013447,0.0,0.8267789479317187,0.2311300676276097,0.0,5.364011797821149,0.0,0.0,62,40960
37,75776,1759.0569409322447,486.5545467143282,0.0,0.8589145219395726,0.23757546226285556,0.0,5.378643057774752,0.0,0.0,62,40960
38,77824,1751.5811196820757,465.59163702378123,0.0,0.8552642185947635,0.22733966651551818,0.0,5.349029934266582,0.0,0.0,59,40960
39,79872,1727.6288826160928,502.87950904395194,0.0,0.8435687903398891,0.24554663527536716,0.0,5.349795080488548,0.0,0.0,61,40960
40,81920,1744.131708501827,496.4692834712164,0.0,0.8516268107919077,0.24241664231992988,0.0,5.347468601772562,0.0,0.0,61,40960
41,83968,1787.3306071500247,549.9211321870674,0.0,0.872720023022473,0.2685161778257165,0.0,5.33045046380721,0.0,0.0,64,40960
42,86016,1695.1376805546272,523.3649692567648,0.0,0.8277039455833141,0.25554930139490467,0.0,5.319416762096807,0.0,0.0,63,40960
43,88064,1727.8361899531094,487.48275508707684,0.0,0.8436700146255417,0.23802868900736174,0.0,5.3182808759156615,0.0,0.0,61,40960
44,90112,1710.9275897027671,521.1332257505578,0.0,0.8354138621595543,0.25445958288601456,0.0,5.293106666766107,0.0,0.0,65,40960
45,92160,1742.1411494381,538.8780810583512,0.0,0.8506548581240723,0.26312406301677305,0.0,5.32283459068276,0.0,0.0,61,40960
46,94208,1758.5283500758685,479.05916000671857,0.0,0.8586564209354827,0.23391560547203055,0.0,5.288096566917375,0.0,0.0,63,40960
47,96256,1796.506486935233,515.8791778448879,0.0,0.8772004330738442,0.25189412980707415,0.0,5.28786800079979,0.0,0.0,59,40960
48,98304,1688.4834263544196,479.40103271252013,0.0,0.824454798024619,0.23408253550416022,0.0,5.2866961567196995,0.0,0.0,65,40960
49,100000,1471.1533002659648,337.67799053496447,0.0,0.8674252949681397,0.1991025887588234,0.0,5.293510769335729,0.0,0.0,51,40960
