rollout_index,global_step,reward_per_rollout,NightMinutes_per_rollout,OverCapMinutes_per_rollout,reward_per_step,NightMinutes_per_step,OverCapMinutes_per_step,policy_entropy,lambda1,lambda2,completed_episodes,selected_checkpoint_step
1,2048,1783.1432931693337,496.1648789836019,0.0,0.8706754361178387,0.24226800731621187,0.0,5.883742561098188,0.0,0.0,63,81920
2,4096,1694.5934369375905,529.612704411808,0.0,0.8274382016296828,0.2585999533260781,0.0,5.834332470083609,0.0,0.0,63,81920
3,6144,1741.9829058175742,485.75577744720175,0.0,0.8505775907312374,0.23718543820664148,0.0,5.798500202596188,0.0,0.0,63,81920
4,8192,1717.7713483035013,482.4587192011359,0.0,0.838755541163819,0.23557554648492965,0.0,5.769534847931936,0.0,0.0,60,81920
5,10240,1727.158857997508,514.589024736575,0.0,0.8433392861315957,0.25126417223465575,0.0,5.744357969611883,0.0,0.0,66,81920
6,12288,1731.7351284955828,474.4461271155242,0.0,0.8455737932107338,0.23166314800562704,0.0,5.728655679617077,0.0,0.0,64,81920
7,14336,1705.186871620375,509.6658770949423,0.0,0.8326107771583863,0.2488602915502648,0.0,5.73325824807398,0.0,0.0,67,81920
8,16384,1742.5207276158822,498.547385381858,0.0,0.8508401990311925,0.24343134051848536,0.0,5.744101683376357,0.0,0.0,58,81920
9,18432,1756.4208640524294,506.616966983283,0.0,0.8576273750256003,0.24737156590980616,0.0,5.727809650590643,0.0,0.0,58,81920
10,20480,1794.899895275042,438.6531129661498,0.0,0.8764159644897666,0.21418609031550284,0.0,5.717366144992411,0.0,0.0,64,81920
11,22528,1755.4720300876,484.87099380821877,0.0,0.8571640771912109,0.23675341494541932,0.0,5.6829568420071155,0.0,0.0,64,81920
12,24576,1845.9844375003456,457.1798027675966,0.0,0.9013595886232156,0.22323232557011552,0.0,5.6743416879326105,0.0,0.0,58,81920
13,26624,1780.9613372279284,479.7774617252274,0.0,0.8696100279433244,0.2342663387330212,0.0,5.672142478404567,0.0,0.0,61,81920
14,28672,1777.0301612192654,518.5310321912183,0.0,0.8676905084078445,0.2531889805621183,0.0,5.661634287564084,0.0,0.0,63,81920
15,30720,1698.1874974410316,472.10401223570125,0.0,0.8291931139848787,0.2305195372244635,0.0,5.63891880819574,0.0,0.0,65,81920
16,32768,1794.590156408872,522.9060024471815,0.0,0.8762647248090195,0.25532519650741287,0.0,5.6418171604163945,0.0,0.0,61,81920
17,34816,1670.934837766233,514.2479612599146,0.0,0.8158861512530434,0.2510976373339427,0.0,5.617501432541758,0.0,0.0,61,81920
