rollout_index,global_step,reward_per_rollout,NightMinutes_per_rollout,OverCapMinutes_per_rollout,reward_per_step,NightMinutes_per_step,OverCapMinutes_per_step,policy_entropy,lambda1,lambda2,completed_episodes,selected_checkpoint_step
1,2048,1728.2618327038717,511.6395999636508,0.0,0.8438778479999374,0.24982402341975138,0.0,5.883719556499273,0.0,0.0,65,100000
2,4096,1775.33349074519,554.3137192571005,0.0,0.8668620560279248,0.2706609957310061,0.0,5.834177685203031,0.0,0.0,65,100000
3,6144,1756.4048644518157,480.59542651109126,0.0,0.8576195627206131,0.23466573560111878,0.0,5.794079473242164,0.0,0.0,63,100000
4,8192,1687.6846879504444,508.76774213217845,0.0,0.8240647890383029,0.24842174908797776,0.0,5.761251128744334,0.0,0.0,64,100000
5,10240,1690.4395713435467,491.9657500630653,0.0,0.8254099469450912,0.2402176513979811,0.0,5.755693727405742,0.0,0.0,67,100000
6,12288,1713.4130543338217,474.3500859129093,0.0,0.8366274679364364,0.23161625288716275,0.0,5.740189389558509,0.0,0.0,64,100000
7,14336,1789.8715292181007,511.3225927635473,0.0,0.8739607076260257,0.24966923474782582,0.0,5.734952175291255,0.0,0.0,60,100000
8,16384,1725.4807079257255,514.452056535682,0.0,0.8425198769168581,0.2511972932303135,0.0,5.734729616902769,0.0,0.0,61,100000
9,18432,1693.1488755064036,495.36539885398633,0.0,0.8267328493683611,0.24187763615917302,0.0,5.733239597873762,0.0,0.0,61,100000
10,20480,1752.985449365791,484.2328815836784,0.0,0.8559499264481402,0.23644183671078048,0.0,5.732229295419529,0.0,0.0,71,100000
11,22528,1770.4329308708752,514.7018304489263,0.0,0.8644692045267945,0.2513192531488898,0.0,5.725126612000167,0.0,0.0,62,100000
12,24576,1677.388353502924,487.61599968832826,0.0,0.8190372819838496,0.23809374984781653,0.0,5.710828562499955,0.0,0.0,61,100000
13,26624,1721.1217404823767,477.5421476549062,0.0,0.8403914748449105,0.23317487678462218,0.0,5.683223218424246,0.0,0.0,59,100000
14,28672,1738.9989536072715,436.87654882394077,0.0,0.8491205828160505,0.21331862735543983,0.0,5.662716272519901,0.0,0.0,59,100000
15,30720,1692.7125165097777,508.88287828857517,0.0,0.8265197834520399,0.24847796791434335,0.0,5.6457060042303056,0.0,0.0,65,100000
16,32768,1713.1333506176143,493.32537885057496,0.0,0.836490893856257,0.2408815326418823,0.0,5.641702667577192,0.0,0.0,59,100000
17,34816,1722.6637312986486,491.6313535901092,0.0,0.8411444000481683,0.2400543718701705,0.0,5.631504284450784,0.0,0.0,63,100000
18,36864,1757.7250200938342,561.4005424594607,0.0,0.8582641699676925,0.27412135862278353,0.0,5.6155003637541085,0.0,0.0,60,100000
19,38912,1744.9125379170182,517.1282132365243,0.0,0.852008075154794,0.2525040103693966,0.0,5.594902165234089,0.0,0.0,65,100000
20,40960,1653.6582917247595,457.3374617601076,0.0,0.8074503377562302,0.22330930750005254,0.0,5.577967516379431,0.0,0.0,64,100000
