rollout_index,global_step,reward_per_rollout,NightMinutes_per_rollout,OverCapMinutes_per_rollout,reward_per_step,NightMinutes_per_step,OverCapMinutes_per_step,policy_entropy,lambda1,lambda2,completed_episodes,selected_checkpoint_step
1,2048,1697.4060719176052,638.0553168512264,134.65645702151346,0.8288115585535182,0.3115504476812629,0.06575022315503587,5.883246809709817,0.0,0.0,21,720896
2,4096,1585.0556243606127,473.4765828328486,94.28855361961544,0.7739529415823304,0.23118973771135184,0.04603933282207785,5.840260828379542,0.0,0.0,22,720896
3,6144,1720.5968396441747,552.1722310301584,41.42841872078796,0.8401351756075072,0.26961534718269453,0.020228720078509746,5.8083849747199565,0.0,0.0,23,720896
4,8192,1675.893560697016,613.2482955717151,101.78156529550635,0.8183074026840899,0.2994376443221265,0.04969802992944646,5.781432014191523,0.0,0.0,22,720896
5,10240,1688.4529321155178,723.8795161079729,95.37085043616844,0.8244399082595302,0.35345679497459614,0.04656779806453537,5.748996427748352,0.0,0.0,20,720896
6,12288,1736.46907909406,568.9081223134019,58.75652975623516,0.8478852925263964,0.2777871690983408,0.0286897117950367,5.7310266776476055,0.0,0.0,25,720896
7,14336,1758.0847686051045,689.6649048333337,142.15665487282786,0.8584398284204612,0.3367504418131512,0.06941242913712298,5.70017470815219,0.0,0.0,20,720896
8,16384,1737.068208773058,696.1400766800278,110.46844779618533,0.8481778363149697,0.33991214681641985,0.05393967177548112,5.6843001949600875,0.0,0.0,21,720896
9,18432,1727.1253332209008,576.3655383360681,119.29576629801562,0.843322916611768,0.28142848551565824,0.05824988588770294,5.665384607156739,0.0,0.0,21,720896
10,20480,1686.714022581832,620.7371899952923,82.40046529208227,0.8235908313387852,0.3030943310523888,0.04023460219339955,5.649237029487267,0.0,0.0,20,720896
11,22528,1585.9401676599978,678.4148375472666,144.39306554754228,0.7743848474902333,0.3312572448961263,0.07050442653688588,5.600532386917621,0.0,0.0,22,720896
12,24576,1681.28661811157,666.8864599597684,78.05422825289483,0.8209407314997901,0.3256281542772307,0.038112416139108804,5.598209963180125,0.0,0.0,19,720896
13,26624,1728.018278020037,601.3599454380837,89.29289874573035,0.8437589248144712,0.2936327858584393,0.04360004821568865,5.57199949095957,0.0,0.0,23,720896
14,28672,1719.5834339762375,535.3360561107879,121.1114105322717,0.8396403486212097,0.26139455864784567,0.059136430923960794,5.552323139505461,0.0,0.0,24,720896
15,30720,1769.6463041928844,590.5036662479441,82.44293790764875,0.8640851094691818,0.28833186828512897,0.04025534077521912,5.553015126846731,0.0,0.0,24,720896
16,32768,1663.7691700023956,667.1274708012173,134.9143484205003,0.8123872900402322,0.3257458353521569,0.0658761466896974,5.532488497905433,0.0,0.0,22,720896
17,34816,1707.8562260725262,557.2047046270546,104.11215464692613,0.8339141728869757,0.272072609681179,0.0508360130111944,5.535013866377994,0.0,0.0,25,720896
18,36864,1595.575614305218,652.1394717155789,85.49477382713953,0.7790896554224698,0.3184274764236225,0.04174549503278297,5.527294544270262,0.0,0.0,21,720896
