rollout_index,global_step,reward_per_rollout,NightMinutes_per_rollout,OverCapMinutes_per_rollout,reward_per_step,NightMinutes_per_step,OverCapMinutes_per_step,policy_entropy,lambda1,lambda2,completed_episodes,selected_checkpoint_step
1,2048,1735.584662961452,618.1805701408878,89.79738660817745,0.8474534487116465,0.30184598151410535,0.043846380179774144,5.883342851186171,0.0,0.47303543877694676,20,321536
2,4096,1737.7902817821325,503.74729276555223,163.56686145671404,0.8485304110264319,0.2459703577956798,0.07986663157066115,5.830141643760726,0.0,1.5227164639732709,21,321536
3,6144,1663.880238227448,579.634974760658,92.59603542159465,0.8124415225719961,0.28302489001985254,0.04521290792070051,5.786345975706354,0.0,1.9788898137613797,23,321536
4,8192,1688.4523017936822,720.5022986412494,124.35147159512104,0.8244396004851964,0.35180776300842254,0.060718491989805196,5.770794233540073,0.0,2.738251115933895,21,321536
5,10240,1742.9453044914073,621.7635204158998,125.96724532494082,0.851047511958695,0.3035954689530761,0.06150744400631876,5.7521210899576545,0.0,3.4561119503103033,22,321536
6,12288,1748.4431666853245,768.3369547370694,134.57506431226167,0.8537320149830686,0.37516452868020966,0.06571048062122152,5.725551032694057,0.0,4.2228549259657235,22,321536
7,14336,1809.6048606454838,578.2518064874886,140.0289809422937,0.8835961233620526,0.28234951488646903,0.06837352585072935,5.697702663484961,0.0,5.1049930211057415,22,321536
8,16384,1689.351034511682,579.070887161218,102.30696615165104,0.8248784348201572,0.2827494566216885,0.04995457331623586,5.68417989788577,0.0,5.610117922452287,22,321536
9,18432,1738.6318320241382,640.0606031071461,124.91885393444306,0.8489413242305363,0.3125295913609112,0.06099553414767728,5.631958961253986,0.0,6.3208054400060325,22,321536
10,20480,1686.6836432747139,519.8725702427042,132.53896942849988,0.8235759976927314,0.2538440284388204,0.06471629366625971,5.604356597177684,0.0,7.291014059316993,19,321536
11,22528,1703.6447584370123,497.33578604586194,47.220987318759825,0.8318577922055724,0.24283973928020602,0.023057122714238196,5.592137968633324,0.0,7.276692913044859,23,321536
12,24576,1701.3642787427477,578.5460767416391,99.2505605938995,0.8307442767298573,0.2824932015340035,0.04846218778998999,5.558462994173169,0.0,7.844260091679026,20,321536
13,26624,1717.9815490769781,620.8390567205033,93.6085567376243,0.8388581782602432,0.30314407066430826,0.045707303094543114,5.5446929631289095,0.0,8.31083172854205,21,321536
14,28672,1659.0542909714063,632.7557789240393,147.20703570754767,0.810085103013382,0.30896278267775357,0.07187843540407601,5.540273676859215,0.0,9.521527031321085,18,321536
15,30720,1650.41080730755,615.8231914382015,74.2513168754871,0.8058646520056396,0.30069491769443435,0.03625552581810894,5.523946182569489,0.0,9.699160631543345,24,321536
16,32768,1672.5482844136386,578.8282214660233,67.89329418997556,0.816673966998847,0.28263096751270667,0.033151022553699006,5.490499311126769,0.0,9.901079811157127,22,321536
17,34816,1626.4459660142543,640.3127993205314,43.98797926114228,0.7941630693428976,0.31265273404322824,0.021478505498604628,5.452907932223752,0.0,9.924837486475372,20,321536
18,36864,1697.1657310469693,612.5395303352827,104.75244226867375,0.828694204612778,0.2990915675465248,0.05114865345150085,5.452562738675624,0.0,10.215392848028584,22,321536
19,38912,1637.2653246535735,537.6188234032201,109.20031537373993,0.7994459593035027,0.26250919111485355,0.05332046649108395,5.440203131409362,0.0,11.14293882940405,20,321536
20,40960,1703.0673254589344,573.7994688010326,63.74056412647579,0.8315758425092453,0.2801755218755042,0.031123322327380756,5.423549004364759,0.0,11.236920196750363,24,321536
21,43008,1603.429919462318,610.6881526853273,103.40323348495686,0.7829247653624599,0.29818757455338246,0.05048986010007659,5.412492998177186,0.0,11.76537651720277,22,321536
22,45056,1697.726100041127,581.9953134450267,125.97813862898492,0.8289678222857065,0.28417739914307943,0.061512763002434044,5.413323329994455,0.0,12.60021947618779,20,321536
23,47104,1659.1097550201928,717.7443249609403,83.25750433910332,0.8101121850684535,0.3504610961723341,0.04065307829057779,5.406346234958619,0.0,12.93216745196572,22,321536
24,49152,1679.2035216690301,527.4079989052711,106.9997262190283,0.8199235945649561,0.2575234369654644,0.052245960067884914,5.408808032749221,0.0,13.443809192973646,22,321536
25,51200,1585.8757968786167,521.3400609173241,118.053922984355,0.7743534164446371,0.25456057661978715,0.05764351708220459,5.37372430274263,0.0,14.079999728181692,23,321536
26,53248,1702.7233823947859,669.1707096654293,53.00608402087728,0.831407901559954,0.3267435105788229,0.025881876963318985,5.3496857427526265,0.0,14.115983770623624,23,321536
27,55296,1669.197703203407,632.4957889912782,65.49493617954363,0.8150379410172885,0.3088358344683976,0.03197994930641779,5.326312609482557,0.0,14.230251215619594,24,321536
28,57344,1742.9103826147282,619.0067818587934,89.52622494537394,0.8510304602610977,0.30224940520448895,0.04371397702410837,5.329591968329623,0.0,14.626371483304053,22,321536
29,59392,1714.5497829971896,645.1019319116104,138.80634003136188,0.8371825112290965,0.31499117769121604,0.06777653321843842,5.3117830257397145,0.0,15.662552424750404,19,321536
30,61440,1715.253692582642,562.0686126372927,112.13242318552514,0.8375262170813682,0.2744475647643031,0.0547521597585572,5.3233148565050215,0.0,16.212678546884923,23,321536
31,63488,1677.0808768854158,614.9297571960477,127.01997497958759,0.8188871469167069,0.3002586705058827,0.06202147215800175,5.31478660274297,0.0,16.99745416700474,21,321536
32,65536,1669.1541616431211,641.038853385295,144.8699229681877,0.8150166804898052,0.3130072526295386,0.0707372670743104,5.325968800811097,0.0,17.95222929177789,21,321536
33,67584,1633.5598075407577,671.9866961066641,84.2662191388058,0.7976366247757606,0.3281185039583321,0.04114561481387002,5.318414145149291,0.0,18.26004059611485,23,321536
34,69632,1633.9263185716877,645.8945077722287,60.8151320488047,0.7978155852400819,0.31537817762315856,0.02969488869570542,5.314348357496783,0.0,18.40017305891831,21,321536
35,71680,1715.626505770459,600.9160436733841,112.41004897412292,0.837708254770732,0.2934160369498946,0.054887719225645955,5.307276286184788,0.0,19.059927370294982,21,321536
36,73728,1717.2317032592032,572.0604376545896,111.94441440286828,0.8384920426070328,0.27932638557353007,0.054660358595150525,5.3002238816116005,0.0,19.652665437561684,22,321536
37,75776,1710.204483891462,610.1885968416304,91.98573047397727,0.8350607831501279,0.29794365080157736,0.044914907457996714,5.283868114463985,0.0,20.081901046732032,21,321536
38,77824,1691.0538969763854,629.0294750274543,136.53160700688858,0.8257099106330007,0.30714329835324916,0.06666582373383231,5.2559182294644415,0.0,21.04064934311741,20,321536
39,79872,1555.2127660455212,548.4720670082067,69.41613114811133,0.7593812334206647,0.26780862646885095,0.03389459528716374,5.269078898942098,0.0,21.22333284998704,23,321536
40,81920,1709.1764688039937,637.9266057506304,107.34339846482119,0.8345588226582,0.311487600464175,0.05241376878165097,5.2802720866166055,0.0,21.657141610400785,25,321536
41,83968,1683.1669317366618,596.5064724770027,86.85754269540122,0.8218588533870419,0.2912629260141615,0.04241090951923888,5.2827736276667565,0.0,22.021817207599604,22,321536
42,86016,1700.5149887423552,617.0490124501869,108.53743646128821,0.8303295843468531,0.3012934631104428,0.05299679514711338,5.273032270371914,0.0,22.540682575610326,23,321536
43,88064,1673.5470150233718,695.7017884302534,100.8974643538959,0.8171616284293808,0.33969813888195965,0.04926634001655073,5.285791324218735,0.0,22.999025943755704,22,321536
