rollout_index,global_step,reward_per_rollout,NightMinutes_per_rollout,OverCapMinutes_per_rollout,reward_per_step,NightMinutes_per_step,OverCapMinutes_per_step,policy_entropy,lambda1,lambda2,completed_episodes,selected_checkpoint_step
1,2048,1660.732269378277,627.4258189818223,119.1556824446906,0.8109044284073618,0.30636026317471793,0.05818148556869658,5.883582585258409,0.0,0.0,21,800768
2,4096,1750.4090387546303,671.0025502099464,111.14126713039157,0.8546919134544093,0.3276379639697004,0.05426819684101151,5.832023667637259,0.0,0.0,21,800768
3,6144,1683.5518831964164,564.780133536304,91.02707257766829,0.8220468179670002,0.27577154957827343,0.044446812782064596,5.809993836097419,0.0,0.0,23,800768
4,8192,1711.678662855665,599.2258378989571,150.51507370813255,0.8357805970974926,0.29259074116160017,0.0734936883340491,5.780319643206894,0.0,0.0,21,800768
5,10240,1745.2808830677648,663.1732260467884,85.71663750813929,0.852187931185432,0.3238150517806584,0.041853826908271136,5.753749029710889,0.0,0.0,19,800768
6,12288,1735.6944282718694,607.3433419903081,145.36517637528902,0.8475070450546237,0.2965543662062051,0.0709790900269966,5.742829015245661,0.0,0.0,19,800768
7,14336,1646.5373154121912,603.0308646674466,119.83167210621708,0.803973298541109,0.29444866438840167,0.05851155864561381,5.721295281080529,0.0,0.0,22,800768
8,16384,1690.632908113835,642.8654130794182,98.50244478391589,0.8255043496649584,0.31389912748018467,0.04809689686714643,5.691306614317,0.0,0.0,22,800768
9,18432,1635.2892827419741,585.8465974636395,62.613486236285574,0.7984810950888546,0.2860579089177927,0.030572991326311316,5.652540812967345,0.0,0.0,22,800768
10,20480,1715.8349362099436,605.4184771424722,110.37160018213561,0.8378100274462615,0.29561449079222274,0.0538923829014334,5.6333246966823936,0.0,0.0,24,800768
11,22528,1668.503175698486,573.0110984908607,90.91806161095114,0.8146988162590264,0.2797905754349906,0.04439358477097224,5.620870608836412,0.0,0.0,22,800768
12,24576,1628.835244420137,563.1036133424828,93.83572140044807,0.7953297091895201,0.2749529362023842,0.04581822334006253,5.595829464029521,0.0,0.0,20,800768
13,26624,1692.757667960816,586.1874944227436,109.75092447322368,0.8265418300589922,0.2862243625111053,0.05358931859044125,5.58857722603716,0.0,0.0,22,800768
14,28672,1643.5444585758578,585.9933565814847,80.79862626052571,0.8025119426639931,0.2861295686433031,0.03945245422877232,5.592269921209663,0.0,0.0,23,800768
15,30720,1759.4326830987666,587.3730636912919,109.12715678076424,0.8590979897943196,0.28680325375551363,0.05328474452185754,5.594496473437175,0.0,0.0,21,800768
16,32768,1625.9308657764195,584.350710832905,86.32465943259768,0.7939115555548923,0.28532749552387937,0.04215071261357309,5.575521326856688,0.0,0.0,20,800768
17,34816,1700.7059442019367,642.8162017255811,113.71828943099476,0.8304228243173519,0.3138750984988189,0.05552650851122791,5.563316216226667,0.0,0.0,22,800768
18,36864,1643.7167974210902,691.7520688759558,88.03820233927348,0.8025960924907667,0.3377695648808378,0.04298740348597338,5.537073679966852,0.0,0.0,22,800768
19,38912,1803.4959304889144,580.0413905516857,99.92473547832829,0.8806132473090402,0.2832233352303153,0.048791374745277484,5.560770692536607,0.0,0.0,22,800768
20,40960,1685.0289373192525,562.1965980716973,95.24506361081319,0.8227680358004162,0.27451005765219594,0.04650637871621738,5.544767409097403,0.0,0.0,21,800768
21,43008,1685.6764198978738,510.40078679337205,62.83709459940559,0.8230841894032587,0.2492191341764512,0.03068217509736601,5.548899367218837,0.0,0.0,22,800768
22,45056,1760.6375426976622,653.1079367826377,105.04338996548903,0.8596863001453429,0.3189003597571473,0.05129071775658644,5.53751399111934,0.0,0.0,20,800768
