rollout_index,global_step,reward_per_rollout,NightMinutes_per_rollout,OverCapMinutes_per_rollout,reward_per_step,NightMinutes_per_step,OverCapMinutes_per_step,policy_entropy,lambda1,lambda2,completed_episodes,selected_checkpoint_step
1,2048,1632.3993343017048,572.1682427746647,112.33777805383764,0.7970699874520043,0.27937902479231674,0.05485243069035041,5.883712261682376,0.0,0.0,23,921600
2,4096,1707.5653134071097,660.6887623390344,88.45660407208594,0.8337721256870653,0.32260193473585663,0.04319170120707321,5.8356585565488786,0.0,0.0,24,921600
3,6144,1595.8231595565744,600.0864500153391,32.33783341105955,0.7792105271272336,0.2930109619215523,0.01578995772024392,5.7973091069143265,0.0,0.0,24,921600
4,8192,1721.186103275159,657.1208455249886,83.23713771133548,0.8404229019898237,0.3208597878539983,0.040643133648113026,5.772534713847563,0.0,0.0,23,921600
5,10240,1666.1345783185639,589.3260778202996,109.57066360304248,0.8135422745696113,0.28775687393569316,0.053501300587423084,5.752170698484406,0.0,0.0,26,921600
6,12288,1730.157308793964,565.0205218437361,95.33045210532015,0.8448033734345527,0.27588892668151177,0.046548072317050854,5.73271667631343,0.0,0.0,21,921600
7,14336,1625.8433307904224,654.2441702326395,97.70810884662815,0.793868813862511,0.319455161246406,0.04770903752276765,5.720971154049039,0.0,0.0,22,921600
8,16384,1622.5427489568683,648.464336926881,77.5934136981751,0.7922572016390959,0.3166329770150786,0.03788740903231206,5.694498215569183,0.0,0.0,23,921600
9,18432,1701.5242491419604,623.4523690287394,88.60692146320979,0.8308223872763478,0.3044201020648142,0.043265098370707904,5.676998113747686,0.0,0.0,20,921600
10,20480,1614.6012965790471,651.5134175513292,84.93071318453964,0.7883795393452379,0.31812178591373497,0.0414700747971385,5.6653659818693995,0.0,0.0,23,921600
11,22528,1706.3093987870063,559.5850623193983,89.53001140220839,0.8331588861264679,0.2732348937106437,0.043715825879984564,5.63439814071171,0.0,0.0,22,921600
12,24576,1702.4689617411518,557.54911017216,65.69640970063028,0.8312836727251718,0.27224077645125,0.03207832504913588,5.62699013389647,0.0,0.0,24,921600
13,26624,1640.4304309166832,612.5855671590205,140.37728493808362,0.8009914213460367,0.29911404646436546,0.06854359616117364,5.614651737501845,0.0,0.0,19,921600
14,28672,1694.480963176706,575.9282716592681,55.73998669837081,0.8273832828011259,0.281214976396127,0.02721679038006387,5.608602524269372,0.0,0.0,24,921600
15,30720,1696.878958491483,640.8555635306335,56.29225761797008,0.8285541789509194,0.31291775563019214,0.027486453915024453,5.598129228223115,0.0,0.0,23,921600
16,32768,1686.4091949289627,614.5613813831105,78.04326283144718,0.8234419897114076,0.30007879950347194,0.03810706192941757,5.597962991101667,0.0,0.0,23,921600
17,34816,1700.9893846994166,653.0797311216518,108.96165960370604,0.830561222997762,0.31888658746174403,0.05320393535337209,5.596143734874204,0.0,0.0,22,921600
18,36864,1684.0605105825446,572.1277112523298,162.59600441228216,0.8222951711828831,0.2793592340099267,0.07939258027943465,5.593280362663791,0.0,0.0,22,921600
19,38912,1642.7576613770823,703.4061156982133,131.72213348934974,0.8021277643442785,0.3434600174307682,0.06431744799284655,5.585645530140027,0.0,0.0,21,921600
20,40960,1641.6162027842427,548.0559591876334,122.2966712504778,0.8015704115157435,0.26760544882208664,0.05971517150902236,5.582609380362555,0.0,0.0,21,921600
21,43008,1674.0033087313209,677.127896956825,79.72297961665677,0.8173844280914653,0.3306288559359497,0.03892723614094569,5.589886435540393,0.0,0.0,23,921600
22,45056,1672.8122173227496,550.4181482155404,67.91678956994028,0.8168028404896238,0.26875886143336936,0.0331624949071974,5.583669938379899,0.0,0.0,22,921600
23,47104,1603.135283204499,549.9046538179605,60.09878330549685,0.7827809000021968,0.268508131747051,0.029345109035887135,5.575415507890284,0.0,0.0,23,921600
